data,name,country,id,points,rank,lastpoints
2014/4/3,SON Wan Ho,Korea,54346,54690,10,54690
2014/3/6,LEE Chong Wei,Malaysia,50152,98873,1,98873
2014/3/6,CHEN Long,China,75787,75255,2,80035
2014/3/6,Tommy SUGIARTO,Indonesia,14587,68958,3,70560
2014/3/6,Jan O JORGENSEN,Denmark,54431,67148,4,67148
2014/3/6,Kenichi TAGO,Japan,63707,65945,5,65945
2014/3/6,Boonsak PONSANA,Thailand,11959,60688,6,60688
2014/3/6,DU Pengyu,China,55380,58500,7,58500
2014/3/6,NGUYEN Tien Minh,Vietnam,14107,57237,8,57237
2014/3/6,WANG Zhengming,China,23736,56850,9,56850
2014/3/6,Marc ZWIEBLER,Germany,50858,48288,10,51374
2014/2/6,LEE Chong Wei,Malaysia,50152,98873,1,98873
2014/2/6,CHEN Long,China,75787,80035,2,69665
2014/2/6,Tommy SUGIARTO,Indonesia,14587,70560,3,65558
2014/2/6,Jan O JORGENSEN,Denmark,54431,67148,4,65728
2014/2/6,Kenichi TAGO,Japan,63707,65945,5,62565
2014/2/6,Boonsak PONSANA,Thailand,11959,60688,6,59168
2014/2/6,DU Pengyu,China,55380,58500,7,58980
2014/2/6,NGUYEN Tien Minh,Vietnam,14107,57237,8,54857
2014/2/6,WANG Zhengming,China,23736,56850,9,56130
2014/2/6,HU Yun,Hong Kong,14869,47769,10,57159
2014/1/2,LEE Chong Wei,Malaysia,50152,98873,1,97073
2014/1/2,CHEN Long,China,75787,69665,2,78445
2014/1/2,Jan O JORGENSEN,Denmark,54431,65728,3,62348
2014/1/2,Tommy SUGIARTO,Indonesia,14587,65558,4,61108
2014/1/2,Kenichi TAGO,Japan,63707,62565,5,60915
2014/1/2,Boonsak PONSANA,Thailand,11959,59168,6,59168
2014/1/2,DU Pengyu,China,55380,58980,7,66110
2014/1/2,Sony Dwi KUNCORO,Indonesia,50427,56860,8,54760
2014/1/2,WANG Zhengming,China,23736,56130,9,54470
2014/1/2,NGUYEN Tien Minh,Vietnam,14107,54857,10,54857
2013/12/5,LEE Chong Wei,Malaysia,50152,97073,1,95673
2013/12/5,CHEN Long,China,75787,78445,2,84985
2013/12/5,DU Pengyu,China,55380,66110,3,62720
2013/12/5,Jan O JORGENSEN,Denmark,54431,62348,4,60908
2013/12/5,Tommy SUGIARTO,Indonesia,14587,61108,5,61108
2013/12/5,Kenichi TAGO,Japan,63707,60915,6,64025
2013/12/5,Boonsak PONSANA,Thailand,11959,59168,7,57548
2013/12/5,NGUYEN Tien Minh,Vietnam,14107,54857,8,58897
2013/12/5,Sony Dwi KUNCORO,Indonesia,50427,54760,9,50830
2013/12/5,WANG Zhengming,China,23736,54470,10,52090
2013/11/7,LEE Chong Wei,Malaysia,50152,95673,1,97323
2013/11/7,CHEN Long,China,75787,84985,2,81685
2013/11/7,Kenichi TAGO,Japan,63707,64025,3,62645
2013/11/7,DU Pengyu,China,55380,62720,4,64370
2013/11/7,Tommy SUGIARTO,Indonesia,14587,61108,5,58728
2013/11/7,Jan O JORGENSEN,Denmark,54431,60908,6,59778
2013/11/7,NGUYEN Tien Minh,Vietnam,14107,58897,7,58897
2013/11/7,Boonsak PONSANA,Thailand,11959,57548,8,56828
2013/11/7,Tanongsak SAENSOMBOONSUK,Thailand,54513,52198,9,52198
2013/11/7,WANG Zhengming,China,23736,52090,10,55190
2013/10/3,LEE Chong Wei,Malaysia,50152,97323,1,97323
2013/10/3,CHEN Long,China,75787,81685,2,88225
2013/10/3,DU Pengyu,China,55380,64370,3,68130
2013/10/3,Kenichi TAGO,Japan,63707,62645,4,57725
2013/10/3,Jan O JORGENSEN,Denmark,54431,59778,5,55078
2013/10/3,NGUYEN Tien Minh,Vietnam,14107,58897,6,58567
2013/10/3,Tommy SUGIARTO,Indonesia,14587,58728,7,57738
2013/10/3,Boonsak PONSANA,Thailand,11959,56828,8,60308
2013/10/3,WANG Zhengming,China,23736,55190,9,51030
2013/10/3,Marc ZWIEBLER,Germany,50858,51374,10,51374
2013/9/5,LEE Chong Wei,Malaysia,50152,97323,1,97323
2013/9/5,CHEN Long,China,75787,88225,2,90825
2013/9/5,DU Pengyu,China,55380,68130,3,62390
2013/9/5,Boonsak PONSANA,Thailand,11959,60308,4,59828
2013/9/5,NGUYEN Tien Minh,Vietnam,14107,58567,5,55167
2013/9/5,Tommy SUGIARTO,Indonesia,14587,57738,6,53798
2013/9/5,Kenichi TAGO,Japan,63707,57725,7,57725
2013/9/5,HU Yun,Hong Kong,14869,57159,8,56209
2013/9/5,Jan O JORGENSEN,Denmark,54431,55078,9,53278
2013/9/5,WANG Zhengming,China,23736,51030,10,52650
2013/8/1,LEE Chong Wei,Malaysia,50152,97323,1,97323
2013/8/1,CHEN Long,China,75787,90825,2,90825
2013/8/1,DU Pengyu,China,55380,62390,3,62390
2013/8/1,Boonsak PONSANA,Thailand,11959,59828,4,59248
2013/8/1,Kenichi TAGO,Japan,63707,57725,5,57725
2013/8/1,HU Yun,Hong Kong,14869,56209,6,55959
2013/8/1,NGUYEN Tien Minh,Vietnam,14107,55167,7,51167
2013/8/1,Tommy SUGIARTO,Indonesia,14587,53798,8,53798
2013/8/1,Jan O JORGENSEN,Denmark,54431,53278,9,53278
2013/8/1,Sony Dwi KUNCORO,Indonesia,50427,50830,10,50830
2013/7/4,LEE Chong Wei,Malaysia,50152,97323,1,91223
2013/7/4,CHEN Long,China,75787,90825,2,90825
2013/7/4,DU Pengyu,China,55380,62390,3,64310
2013/7/4,Boonsak PONSANA,Thailand,11959,59248,4,56098
2013/7/4,Kenichi TAGO,Japan,63707,57725,5,57725
2013/7/4,HU Yun,Hong Kong,14869,55959,6,60059
2013/7/4,Tommy SUGIARTO,Indonesia,14587,53798,7,53766
2013/7/4,Jan O JORGENSEN,Denmark,54431,53278,8,54938
2013/7/4,NGUYEN Tien Minh,Vietnam,14107,51167,9,54217
2013/7/4,Sony Dwi KUNCORO,Indonesia,50427,50830,10,58880
2013/6/6,LEE Chong Wei,Malaysia,50152,91223,1,93600
2013/6/6,CHEN Long,China,75787,90825,2,90300
2013/6/6,DU Pengyu,China,55380,64310,3,67696
2013/6/6,HU Yun,Hong Kong,14869,60059,4,57380
2013/6/6,Sony Dwi KUNCORO,Indonesia,50427,58880,5,61230
2013/6/6,Kenichi TAGO,Japan,63707,57725,6,57800
2013/6/6,Boonsak PONSANA,Thailand,11959,56098,7,54060
2013/6/6,Jan O JORGENSEN,Denmark,54431,54938,8,54497
2013/6/6,NGUYEN Tien Minh,Vietnam,14107,54217,9,51770
2013/6/6,PARUPALLI Kashyap,India,53944,54032,10,54940
2013/5/2,LEE Chong Wei,Malaysia,50152,93600,1,92200
2013/5/2,CHEN Long,China,75787,90300,2,89250
2013/5/2,DU Pengyu,China,55380,67696,3,66646
2013/5/2,Sony Dwi KUNCORO,Indonesia,50427,61230,4,61230
2013/5/2,Kenichi TAGO,Japan,63707,57800,5,53000
2013/5/2,HU Yun,Hong Kong,14869,57380,6,57630
2013/5/2,Jan O JORGENSEN,Denmark,54431,54497,7,56737
2013/5/2,Boonsak PONSANA,Thailand,11959,54060,8,50894
2013/5/2,WANG Zhengming,China,23736,52650,9,54030
2013/5/2,NGUYEN Tien Minh,Vietnam,14107,51770,10,53870
2013/4/4,LEE Chong Wei,Malaysia,50152,92200,1,92200
2013/4/4,CHEN Long,China,75787,89250,2,84300
2013/4/4,DU Pengyu,China,55380,66646,3,63416
2013/4/4,Sony Dwi KUNCORO,Indonesia,50427,61230,4,60510
2013/4/4,HU Yun,Hong Kong,14869,57630,5,56330
2013/4/4,Jan O JORGENSEN,Denmark,54431,56737,6,55512
2013/4/4,CHEN Jin,China,51592,56083,7,58693
2013/4/4,PARUPALLI Kashyap,India,53944,54940,8,51550
2013/4/4,NGUYEN Tien Minh,Vietnam,14107,53870,9,52140
2013/4/4,Kenichi TAGO,Japan,63707,53000,10,56380
2013/3/7,LEE Chong Wei,Malaysia,50152,92200,1,92849
2013/3/7,CHEN Long,China,75787,84300,2,82200
2013/3/7,DU Pengyu,China,55380,63416,3,63416
2013/3/7,Sony Dwi KUNCORO,Indonesia,50427,60510,4,60510
2013/3/7,CHEN Jin,China,51592,58693,5,58753
2013/3/7,Kenichi TAGO,Japan,63707,56380,6,56380
2013/3/7,HU Yun,Hong Kong,14869,56330,7,56866
2013/3/7,NGUYEN Tien Minh,Vietnam,14107,52140,8,55354
2013/3/7,PARUPALLI Kashyap,India,53944,51550,9,52787
2013/3/7,LIEW Daren,Malaysia,52864,51347,10,51347
2013/2/7,LEE Chong Wei,Malaysia,50152,92849,1,92849
2013/2/7,CHEN Long,China,75787,82200,2,83720
2013/2/7,DU Pengyu,China,55380,63416,3,61766
2013/2/7,Sony Dwi KUNCORO,Indonesia,50427,60510,4,52572
2013/2/7,CHEN Jin,China,51592,58753,5,63173
2013/2/7,HU Yun,Hong Kong,14869,56866,6,53696
2013/2/7,Kenichi TAGO,Japan,63707,56380,7,60810
2013/2/7,NGUYEN Tien Minh,Vietnam,14107,55354,8,55354
2013/2/7,PARUPALLI Kashyap,India,53944,52787,9,52787
2013/2/7,Simon SANTOSO,Indonesia,51599,52283,10,58493
2013/1/3,LEE Chong Wei,Malaysia,50152,92849,1,93549
2013/1/3,CHEN Long,China,75787,83720,2,82070
2013/1/3,CHEN Jin,China,51592,63173,3,63753
2013/1/3,LIN Dan,China,50906,62673,4,73673
2013/1/3,DU Pengyu,China,55380,61766,5,54636
2013/1/3,Kenichi TAGO,Japan,63707,60810,6,60810
2013/1/3,Simon SANTOSO,Indonesia,51599,58493,7,58963
2013/1/3,NGUYEN Tien Minh,Vietnam,14107,55354,8,55354
2013/1/3,Sho SASAKI,Japan,50905,53810,9,56010
2013/1/3,HU Yun,Hong Kong,14869,53696,10,53696
2012/12/6,LEE Chong Wei,Malaysia,50152,93549,1,93449
2012/12/6,CHEN Long,China,75787,82070,2,77640
2012/12/6,LIN Dan,China,50906,73673,3,90273
2012/12/6,CHEN Jin,China,51592,63753,4,65583
2012/12/6,Kenichi TAGO,Japan,63707,60810,5,56510
2012/12/6,Simon SANTOSO,Indonesia,51599,58963,6,62923
2012/12/6,Sho SASAKI,Japan,50905,56010,7,57020
2012/12/6,NGUYEN Tien Minh,Vietnam,14107,55354,8,54304
2012/12/6,DU Pengyu,China,55380,54636,9,60966
2012/12/6,LEE Hyun Il,Korea,11704,52813,10,57593
2012/11/1,LEE Chong Wei,Malaysia,50152,93449,1,93299
2012/11/1,LIN Dan,China,50906,90273,2,91793
2012/11/1,CHEN Long,China,75787,77640,3,82460
2012/11/1,CHEN Jin,China,51592,65583,4,66733
2012/11/1,Simon SANTOSO,Indonesia,51599,62923,5,62923
2012/11/1,DU Pengyu,China,55380,60966,6,56816
2012/11/1,LEE Hyun Il,Korea,11704,57593,7,57593
2012/11/1,Sho SASAKI,Japan,50905,57020,8,59210
2012/11/1,Kenichi TAGO,Japan,63707,56510,9,56570
2012/11/1,Jan O JORGENSEN,Denmark,54431,55512,10,49702
2012/10/4,LEE Chong Wei,Malaysia,50152,93299,1,91899
2012/10/4,LIN Dan,China,50906,91793,2,93313
2012/10/4,CHEN Long,China,75787,82460,3,85610
2012/10/4,CHEN Jin,China,51592,66733,4,69493
2012/10/4,Simon SANTOSO,Indonesia,51599,62923,5,61543
2012/10/4,Sho SASAKI,Japan,50905,59210,6,60400
2012/10/4,LEE Hyun Il,Korea,11704,57593,7,59913
2012/10/4,Peter Hoeg GADE,Denmark,6926,57242,8,62882
2012/10/4,DU Pengyu,China,55380,56816,9,55436
2012/10/4,Kenichi TAGO,Japan,63707,56570,10,58610
2012/9/6,LIN Dan,China,50906,93313,1,93313
2012/9/6,LEE Chong Wei,Malaysia,50152,91899,2,91899
2012/9/6,CHEN Long,China,75787,85610,3,82460
2012/9/6,CHEN Jin,China,51592,69493,4,71293
2012/9/6,Peter Hoeg GADE,Denmark,6926,62882,5,64682
2012/9/6,Simon SANTOSO,Indonesia,51599,61543,6,61543
2012/9/6,Sho SASAKI,Japan,50905,60400,7,60400
2012/9/6,LEE Hyun Il,Korea,11704,59913,8,56313
2012/9/6,Kenichi TAGO,Japan,63707,58610,9,58610
2012/9/6,DU Pengyu,China,55380,55436,10,56636
2012/8/2,LIN Dan,China,50906,93313,1,93313
2012/8/2,LEE Chong Wei,Malaysia,50152,91899,2,91899
2012/8/2,CHEN Long,China,75787,82460,3,82460
2012/8/2,CHEN Jin,China,51592,71293,4,71293
2012/8/2,Peter Hoeg GADE,Denmark,6926,64682,5,64682
2012/8/2,Simon SANTOSO,Indonesia,51599,61543,6,61543
2012/8/2,Sho SASAKI,Japan,50905,60400,7,63080
2012/8/2,Kenichi TAGO,Japan,63707,58610,8,58610
2012/8/2,DU Pengyu,China,55380,56636,9,56636
2012/8/2,LEE Hyun Il,Korea,11704,56313,10,56313
2012/7/5,LIN Dan,China,50906,93313,1,94693
2012/7/5,LEE Chong Wei,Malaysia,50152,91899,2,95199
2012/7/5,CHEN Long,China,75787,82460,3,84690
2012/7/5,CHEN Jin,China,51592,71293,4,74443
2012/7/5,Peter Hoeg GADE,Denmark,6926,64682,5,71562
2012/7/5,Sho SASAKI,Japan,50905,63080,6,65880
2012/7/5,Simon SANTOSO,Indonesia,51599,61543,7,55583
2012/7/5,Kenichi TAGO,Japan,63707,58610,8,59330
2012/7/5,DU Pengyu,China,55380,56636,9,54776
2012/7/5,LEE Hyun Il,Korea,11704,56313,10,59383
2012/6/7,LEE Chong Wei,Malaysia,50152,95199,1,95199
2012/6/7,LIN Dan,China,50906,94693,2,92646
2012/6/7,CHEN Long,China,75787,84690,3,84633
2012/6/7,CHEN Jin,China,51592,74443,4,73978
2012/6/7,Peter Hoeg GADE,Denmark,6926,71562,5,71103
2012/6/7,Sho SASAKI,Japan,50905,65880,6,65880
2012/6/7,LEE Hyun Il,Korea,11704,59383,7,58719
2012/6/7,Kenichi TAGO,Japan,63707,59330,8,58704
2012/6/7,Simon SANTOSO,Indonesia,51599,55583,9,55044
2012/6/7,DU Pengyu,China,55380,54776,10,54765
2012/5/3,LEE Chong Wei,Malaysia,50152,95199,1,96599
2012/5/3,LIN Dan,China,50906,92646,2,93226
2012/5/3,CHEN Long,China,75787,84633,3,84633
2012/5/3,CHEN Jin,China,51592,73978,4,72078
2012/5/3,Peter Hoeg GADE,Denmark,6926,71103,5,73863
2012/5/3,Sho SASAKI,Japan,50905,65880,6,67840
2012/5/3,LEE Hyun Il,Korea,11704,58719,7,58719
2012/5/3,Kenichi TAGO,Japan,63707,58704,8,58704
2012/5/3,Simon SANTOSO,Indonesia,51599,55044,9,54464
2012/5/3,DU Pengyu,China,55380,54765,10,53715
2012/4/5,LEE Chong Wei,Malaysia,50152,96599,1,98249
2012/4/5,LIN Dan,China,50906,93226,2,91576
2012/4/5,CHEN Long,China,75787,84633,3,85913
2012/4/5,Peter Hoeg GADE,Denmark,6926,73863,4,73863
2012/4/5,CHEN Jin,China,51592,72078,5,71028
2012/4/5,Sho SASAKI,Japan,50905,67840,6,67840
2012/4/5,LEE Hyun Il,Korea,11704,58719,7,55339
2012/4/5,Kenichi TAGO,Japan,63707,58704,8,55324
2012/4/5,Simon SANTOSO,Indonesia,51599,54464,9,52884
2012/4/5,DU Pengyu,China,55380,53715,10,53715
2012/3/1,LEE Chong Wei,Malaysia,50152,98249,1,97597
2012/3/1,LIN Dan,China,50906,91576,2,91576
2012/3/1,CHEN Long,China,75787,85913,3,83340
2012/3/1,Peter Hoeg GADE,Denmark,6926,73863,4,73863
2012/3/1,CHEN Jin,China,51592,71028,5,68760
2012/3/1,Sho SASAKI,Japan,50905,67840,6,65880
2012/3/1,LEE Hyun Il,Korea,11704,55339,7,53900
2012/3/1,Kenichi TAGO,Japan,63707,55324,8,54500
2012/3/1,NGUYEN Tien Minh,Vietnam,14107,54304,9,53809
2012/3/1,DU Pengyu,China,55380,53715,10,52540
2012/2/2,LEE Chong Wei,Malaysia,50152,97597,1,95947
2012/2/2,LIN Dan,China,50906,91576,2,93226
2012/2/2,CHEN Long,China,75787,83340,3,83340
2012/2/2,Peter Hoeg GADE,Denmark,6926,73863,4,73863
2012/2/2,CHEN Jin,China,51592,68760,5,67380
2012/2/2,Sho SASAKI,Japan,50905,65880,6,62356
2012/2/2,Kenichi TAGO,Japan,63707,54500,7,54500
2012/2/2,LEE Hyun Il,Korea,11704,53900,8,53430
2012/2/2,NGUYEN Tien Minh,Vietnam,14107,53809,9,54529
2012/2/2,Simon SANTOSO,Indonesia,51599,52884,10,55914
2012/1/5,LEE Chong Wei,Malaysia,50152,95947,1,99147
2012/1/5,LIN Dan,China,50906,93226,2,88646
2012/1/5,CHEN Long,China,75787,83340,3,81690
2012/1/5,Peter Hoeg GADE,Denmark,6926,73863,4,75513
2012/1/5,CHEN Jin,China,51592,67380,5,67380
2012/1/5,Sho SASAKI,Japan,50905,62356,6,60556
2012/1/5,Simon SANTOSO,Indonesia,51599,55914,7,53734
2012/1/5,NGUYEN Tien Minh,Vietnam,14107,54529,8,56259
2012/1/5,Taufik HIDAYAT,Indonesia,10337,54050,9,52630
2012/1/5,LEE Hyun Il,Korea,11704,53430,10,53430
2011/12/1,LEE Chong Wei,Malaysia,50152,99147,1,99147
2011/12/1,LIN Dan,China,50906,88646,2,81286
2011/12/1,CHEN Long,China,75787,81690,3,81540
2011/12/1,Peter Hoeg GADE,Denmark,6926,75513,4,75513
2011/12/1,CHEN Jin,China,51592,67380,5,64990
2011/12/1,Sho SASAKI,Japan,50905,60556,6,58356
2011/12/1,NGUYEN Tien Minh,Vietnam,14107,56259,7,57779
2011/12/1,Simon SANTOSO,Indonesia,51599,53734,8,51754
2011/12/1,Taufik HIDAYAT,Indonesia,10337,52630,9,56110
2011/12/1,DU Pengyu,China,55380,52540,10,54640
2011/11/3,LEE Chong Wei,Malaysia,50152,99147,1,97597
2011/11/3,CHEN Long,China,75787,81540,2,75440
2011/11/3,LIN Dan,China,50906,81286,3,79906
2011/11/3,Peter Hoeg GADE,Denmark,6926,75513,4,74233
2011/11/3,CHEN Jin,China,51592,64990,5,63120
2011/11/3,Sho SASAKI,Japan,50905,58356,6,55656
2011/11/3,NGUYEN Tien Minh,Vietnam,14107,57779,7,57779
2011/11/3,Taufik HIDAYAT,Indonesia,10337,56110,8,64940
2011/11/3,DU Pengyu,China,55380,54640,9,57460
2011/11/3,PARK Sung Hwan,Korea,51324,50673,10,55463
2011/10/6,LEE Chong Wei,Malaysia,50152,97597,1,98997
2011/10/6,LIN Dan,China,50906,79906,2,84066
2011/10/6,CHEN Long,China,75787,75440,3,71980
2011/10/6,Peter Hoeg GADE,Denmark,6926,74233,4,73863
2011/10/6,Taufik HIDAYAT,Indonesia,10337,64940,5,67040
2011/10/6,CHEN Jin,China,51592,63120,6,58200
2011/10/6,NGUYEN Tien Minh,Vietnam,14107,57779,7,57919
2011/10/6,DU Pengyu,China,55380,57460,8,56740
2011/10/6,Sho SASAKI,Japan,50905,55656,9,54466
2011/10/6,Boonsak PONSANA,Thailand,11959,50894,10,53714
2011/9/2,LEE Chong Wei,Malaysia,50152,98997,1,95797
2011/9/2,LIN Dan,China,50906,84066,2,78666
2011/9/2,Peter Hoeg GADE,Denmark,6926,73863,3,73863
2011/9/2,CHEN Long,China,75787,71980,4,71980
2011/9/2,Taufik HIDAYAT,Indonesia,10337,67040,5,72990
2011/9/2,CHEN Jin,China,51592,58200,6,61800
2011/9/2,NGUYEN Tien Minh,Vietnam,14107,57919,7,56119
2011/9/2,DU Pengyu,China,55380,56740,8,55790
2011/9/2,Sho SASAKI,Japan,50905,54466,9,53816
2011/9/2,Boonsak PONSANA,Thailand,11959,53714,10,54764
2011/8/4,LEE Chong Wei,Malaysia,50152,95797,1,95797
2011/8/4,LIN Dan,China,50906,78666,2,78666
2011/8/4,Peter Hoeg GADE,Denmark,6926,73863,3,73863
2011/8/4,Taufik HIDAYAT,Indonesia,10337,72990,4,72990
2011/8/4,CHEN Long,China,75787,71980,5,71980
2011/8/4,CHEN Jin,China,51592,61800,6,61800
2011/8/4,NGUYEN Tien Minh,Vietnam,14107,56119,7,55169
2011/8/4,DU Pengyu,China,55380,55790,8,55790
2011/8/4,PARK Sung Hwan,Korea,51324,55463,9,55463
2011/8/4,BAO Chunlai,China,51274,53920,10,51820
2011/7/7,LEE Chong Wei,Malaysia,50152,95797,1,93997
2011/7/7,LIN Dan,China,50906,78666,2,75906
2011/7/7,Peter Hoeg GADE,Denmark,6926,73863,3,64513
2011/7/7,Taufik HIDAYAT,Indonesia,10337,72990,4,74740
2011/7/7,CHEN Long,China,75787,71980,5,66500
2011/7/7,CHEN Jin,China,51592,61800,6,55292
2011/7/7,DU Pengyu,China,55380,55790,7,49940
2011/7/7,PARK Sung Hwan,Korea,51324,55463,8,53693
2011/7/7,NGUYEN Tien Minh,Vietnam,14107,55169,9,55539
2011/7/7,Boonsak PONSANA,Thailand,11959,54764,10,58714
2011/6/2,LEE Chong Wei,Malaysia,50152,93997,1,93197
2011/6/2,LIN Dan,China,50906,75906,2,76784
2011/6/2,Taufik HIDAYAT,Indonesia,10337,74740,3,76392
2011/6/2,CHEN Long,China,75787,66500,4,67613
2011/6/2,Peter Hoeg GADE,Denmark,6926,64513,5,63985
2011/6/2,Boonsak PONSANA,Thailand,11959,58714,6,56690
2011/6/2,NGUYEN Tien Minh,Vietnam,14107,55539,7,53570
2011/6/2,PARK Sung Hwan,Korea,51324,53693,8,52313
2011/6/2,BAO Chunlai,China,51274,51820,9,52594
2011/6/2,Simon SANTOSO,Indonesia,51599,51754,10,52171
2011/5/5,LEE Chong Wei,Malaysia,50152,93197,1,90997
2011/5/5,LIN Dan,China,50906,76784,2,76784
2011/5/5,Taufik HIDAYAT,Indonesia,10337,76392,3,76392
2011/5/5,CHEN Long,China,75787,67613,4,67033
2011/5/5,Peter Hoeg GADE,Denmark,6926,63985,5,63185
2011/5/5,Boonsak PONSANA,Thailand,11959,56690,6,57490
2011/5/5,CHEN Jin,China,51592,55292,7,52572
2011/5/5,NGUYEN Tien Minh,Vietnam,14107,53570,8,53320
2011/5/5,PARK Sung Hwan,Korea,51324,52313,9,52927
2011/5/5,Simon SANTOSO,Indonesia,51599,52171,10,52171
2011/4/7,LEE Chong Wei,Malaysia,50152,90997,1,89197
2011/4/7,LIN Dan,China,50906,76784,2,70514
2011/4/7,Taufik HIDAYAT,Indonesia,10337,76392,3,76392
2011/4/7,CHEN Long,China,75787,67033,4,67133
2011/4/7,Peter Hoeg GADE,Denmark,6926,63185,5,69975
2011/4/7,Boonsak PONSANA,Thailand,11959,57490,6,53740
2011/4/7,NGUYEN Tien Minh,Vietnam,14107,53320,7,52310
2011/4/7,CHEN Jin,China,51592,52572,8,56542
2011/4/7,Simon SANTOSO,Indonesia,51599,52171,9,53971
2011/4/7,Jan O JORGENSEN,Denmark,54431,49702,10,48072
2011/3/3,LEE Chong Wei,Malaysia,50152,89197,1,86447
2011/3/3,Taufik HIDAYAT,Indonesia,10337,76392,2,75742
2011/3/3,LIN Dan,China,50906,70514,3,64554
2011/3/3,Peter Hoeg GADE,Denmark,6926,69975,4,63925
2011/3/3,CHEN Long,China,75787,67133,5,67063
2011/3/3,CHEN Jin,China,51592,56542,6,52222
2011/3/3,Boonsak PONSANA,Thailand,11959,53740,7,53740
2011/3/3,BAO Chunlai,China,51274,52594,8,48274
2011/3/3,NGUYEN Tien Minh,Vietnam,14107,52310,9,54295
2011/3/3,DU Pengyu,China,55380,49940,10,49940
2011/2/3,LEE Chong Wei,Malaysia,50152,86447,1,84647
2011/2/3,Taufik HIDAYAT,Indonesia,10337,75742,2,71792
2011/2/3,CHEN Long,China,75787,67063,3,62963
2011/2/3,LIN Dan,China,50906,64554,4,59514
2011/2/3,Peter Hoeg GADE,Denmark,6926,63925,5,68795
2011/2/3,NGUYEN Tien Minh,Vietnam,14107,54295,6,54665
2011/2/3,Boonsak PONSANA,Thailand,11959,53740,7,55280
2011/2/3,CHEN Jin,China,51592,52222,8,60082
2011/2/3,BAO Chunlai,China,51274,48274,9,54694
2011/2/3,Jan O JORGENSEN,Denmark,54431,48072,10,47062
2011/1/6,LEE Chong Wei,Malaysia,50152,84647,1,80487
2011/1/6,Taufik HIDAYAT,Indonesia,10337,71792,2,67592
2011/1/6,Peter Hoeg GADE,Denmark,6926,68795,3,68795
2011/1/6,CHEN Long,China,75787,62963,4,49563
2011/1/6,CHEN Jin,China,51592,60082,5,48622
2011/1/6,LIN Dan,China,50906,59514,6,49434
2011/1/6,Boonsak PONSANA,Thailand,11959,55280,7,53900
2011/1/6,BAO Chunlai,China,51274,54694,8,46894
2011/1/6,NGUYEN Tien Minh,Vietnam,14107,54665,9,51845
2011/1/6,Jan O JORGENSEN,Denmark,54431,47062,10,44242
2010/12/2,LEE Chong Wei,Malaysia,50152,80487,1,84647
2010/12/2,Peter Hoeg GADE,Denmark,6926,68795,2,70175
2010/12/2,Taufik HIDAYAT,Indonesia,10337,67592,3,66192
2010/12/2,Boonsak PONSANA,Thailand,11959,53900,4,52520
2010/12/2,NGUYEN Tien Minh,Vietnam,14107,51845,5,51845
2010/12/2,CHEN Long,China,75787,49563,6,55983
2010/12/2,LIN Dan,China,50906,49434,7,67834
2010/12/2,CHEN Jin,China,51592,48622,8,63682
2010/12/2,BAO Chunlai,China,51274,46894,9,53354
2010/12/2,Jan O JORGENSEN,Denmark,54431,44242,10,49822
2010/11/4,LEE Chong Wei,Malaysia,50152,84647,1,84647
2010/11/4,Peter Hoeg GADE,Denmark,6926,70175,2,70175
2010/11/4,LIN Dan,China,50906,67834,3,67834
2010/11/4,Taufik HIDAYAT,Indonesia,10337,66192,4,57712
2010/11/4,CHEN Jin,China,51592,63682,5,63682
2010/11/4,CHEN Long,China,75787,55983,6,57423
2010/11/4,BAO Chunlai,China,51274,53354,7,53354
2010/11/4,Boonsak PONSANA,Thailand,11959,52520,8,51140
2010/11/4,NGUYEN Tien Minh,Vietnam,14107,51845,9,53245
2010/11/4,Jan O JORGENSEN,Denmark,54431,49822,10,53982
2010/10/7,LEE Chong Wei,Malaysia,50152,84647,1,81867
2010/10/7,Peter Hoeg GADE,Denmark,6926,70175,2,70175
2010/10/7,LIN Dan,China,50906,67834,3,60034
2010/10/7,CHEN Jin,China,51592,63682,4,66502
2010/10/7,Taufik HIDAYAT,Indonesia,10337,57712,5,62792
2010/10/7,CHEN Long,China,75787,57423,6,55573
2010/10/7,Simon SANTOSO,Indonesia,51599,53971,7,56791
2010/10/7,BAO Chunlai,China,51274,53354,8,54694
2010/10/7,NGUYEN Tien Minh,Vietnam,14107,53245,9,54625
2010/10/7,Boonsak PONSANA,Thailand,11959,51140,10,52520
2010/9/2,LEE Chong Wei,Malaysia,50152,81867,1,81867
2010/9/2,Peter Hoeg GADE,Denmark,6926,70175,2,68375
2010/9/2,CHEN Jin,China,51592,66502,3,64702
2010/9/2,Taufik HIDAYAT,Indonesia,10337,62792,4,62292
2010/9/2,LIN Dan,China,50906,60034,5,65434
2010/9/2,Simon SANTOSO,Indonesia,51599,56791,6,56391
2010/9/2,BAO Chunlai,China,51274,54694,7,52114
2010/9/2,NGUYEN Tien Minh,Vietnam,14107,54625,8,56725
2010/9/2,Sony Dwi KUNCORO,Indonesia,50427,52572,9,57122
2010/9/2,Boonsak PONSANA,Thailand,11959,52520,10,52520
2010/8/5,LEE Chong Wei,Malaysia,50152,81867,1,81867
2010/8/5,Peter Hoeg GADE,Denmark,6926,68375,2,68375
2010/8/5,LIN Dan,China,50906,65434,3,65434
2010/8/5,CHEN Jin,China,51592,64702,4,67382
2010/8/5,Taufik HIDAYAT,Indonesia,10337,62292,5,62292
2010/8/5,Sony Dwi KUNCORO,Indonesia,50427,57122,6,55492
